date,close,volume,company
2021-04-21,79.25,10853227.0,MS
2021-04-20,77.29,12724287.0,MS
2021-04-19,80.03,14557411.0,MS
2021-04-16,78.59,28939953.0,MS
2021-04-15,80.82,9179391.0,MS
2021-04-14,80.79,10415306.0,MS
2021-04-13,79.53,7085182.0,MS
2021-04-12,80.18,8824306.0,MS
2021-04-09,80.72,10693486.0,MS
2021-04-08,80.2,9214951.0,MS
2021-04-07,79.04,8074817.0,MS
2021-04-06,79.09,9444957.0,MS
2021-04-05,78.0,10367994.0,MS
2021-04-01,78.22,13195642.0,MS
2021-03-31,77.66,9507512.0,MS
2021-03-30,79.09,12063774.0,MS
2021-03-29,77.88,21807474.0,MS
2021-03-26,79.98,11107395.0,MS
2021-03-25,80.13,11344055.0,MS
2021-03-24,79.33,8429915.0,MS
2021-03-23,79.12,10188088.0,MS
2021-03-22,81.92,5804485.0,MS
2021-03-19,82.94,11513800.0,MS
2021-03-18,83.94,8585803.0,MS
2021-03-17,83.86,7966242.0,MS
2021-03-16,82.54,9357218.0,MS
2021-03-15,83.86,7659158.0,MS
2021-03-12,84.34,8690700.0,MS
2021-03-11,83.25,8947800.0,MS
2021-03-10,83.09,10774200.0,MS
2021-03-09,80.85,11583100.0,MS
2021-03-08,81.1,10150800.0,MS
2021-03-05,80.87,16360300.0,MS
2021-03-04,81.11,14792005.0,MS
2021-03-03,82.06,13053028.0,MS
2021-03-02,80.79,11527624.0,MS
2021-03-01,79.16,11369048.0,MS
2021-02-26,76.87,30391600.0,MS
2021-02-25,78.43,11587525.0,MS
2021-02-24,79.88,12464780.0,MS
2021-02-23,77.5,12034997.0,MS
2021-02-22,77.4,9763016.0,MS
2021-02-19,76.0,7685387.0,MS
2021-02-18,74.83,7156641.0,MS
2021-02-17,75.45,7670794.0,MS
2021-02-16,76.05,8550568.0,MS
2021-02-12,74.61,7281192.0,MS
2021-02-11,73.72,6972883.0,MS
2021-02-10,74.33,7180859.0,MS
2021-02-09,74.24,7323686.0,MS
2021-02-08,74.23,9018095.0,MS
2021-02-05,73.22,8832176.0,MS
2021-02-04,72.29,8889354.0,MS
2021-02-03,70.6,8014333.0,MS
2021-02-02,70.95,13711152.0,MS
2021-02-01,67.67,11961557.0,MS
2021-01-29,67.05,17566053.0,MS
2021-01-28,69.32,14986197.0,MS
2021-01-27,68.42,17002601.0,MS
2021-01-26,71.21,10899728.0,MS
2021-01-25,72.38,15933115.0,MS
