date,close,volume,company
2021-06-29,136.33,64556081.0,AAPL
2021-06-28,134.78,62111303.0,AAPL
2021-06-25,133.11,70730700.0,AAPL
2021-06-24,133.41,68710998.0,AAPL
2021-06-23,133.7,60214200.0,AAPL
2021-06-22,133.98,74783618.0,AAPL
2021-06-21,132.3,79663316.0,AAPL
2021-06-18,130.46,108953309.0,AAPL
2021-06-17,131.79,96230975.0,AAPL
2021-06-16,130.15,91815026.0,AAPL
2021-06-15,129.64,62345416.0,AAPL
2021-06-14,130.48,96650035.0,AAPL
2021-06-11,127.35,53415300.0,AAPL
2021-06-10,126.11,69880286.0,AAPL
2021-06-09,127.13,54895704.0,AAPL
2021-06-08,126.74,72497627.0,AAPL
2021-06-07,125.9,68205494.0,AAPL
2021-06-04,125.89,75087300.0,AAPL
2021-06-03,123.54,75732834.0,AAPL
2021-06-02,125.06,58418100.0,AAPL
2021-06-01,124.28,63460425.0,AAPL
2021-05-28,124.61,71232700.0,AAPL
2021-05-27,125.28,86473226.0,AAPL
2021-05-26,126.85,53175620.0,AAPL
2021-05-25,126.9,70119179.0,AAPL
2021-05-24,127.1,61144792.0,AAPL
2021-05-21,125.43,79209300.0,AAPL
2021-05-20,127.31,72824171.0,AAPL
2021-05-19,124.69,85649375.0,AAPL
2021-05-18,124.85,59794196.0,AAPL
2021-05-17,126.27,67867172.0,AAPL
2021-05-14,127.45,77970942.0,AAPL
2021-05-13,124.97,102137673.0,AAPL
2021-05-12,122.77,107046695.0,AAPL
2021-05-11,125.91,124362743.0,AAPL
2021-05-10,126.85,85152395.0,AAPL
2021-05-07,130.21,78892700.0,AAPL
2021-05-06,129.74,75870303.0,AAPL
2021-05-05,128.1,81207034.0,AAPL
2021-05-04,127.85,132893955.0,AAPL
2021-05-03,132.54,72299748.0,AAPL
2021-04-30,131.46,109713200.0,AAPL
2021-04-29,133.48,149258361.0,AAPL
2021-04-28,133.58,107760097.0,AAPL
2021-04-27,134.39,63819400.0,AAPL
2021-04-26,134.72,63123294.0,AAPL
2021-04-23,134.32,78657500.0,AAPL
2021-04-22,131.94,81136914.0,AAPL
2021-04-21,133.5,67380653.0,AAPL
2021-04-20,133.11,93002207.0,AAPL
2021-04-19,134.84,93927060.0,AAPL
2021-04-16,134.16,81113424.0,AAPL
2021-04-15,134.5,85846307.0,AAPL
2021-04-14,132.03,83184339.0,AAPL
2021-04-13,134.43,87964051.0,AAPL
2021-04-12,131.24,85546001.0,AAPL
2021-04-09,132.995,106686703.0,AAPL
2021-04-08,130.36,87394440.0,AAPL
2021-04-07,127.9,83466616.0,AAPL
2021-04-06,126.21,80171253.0,AAPL
2021-04-05,125.9,86139134.0,AAPL
2021-04-01,123.0,75089134.0,AAPL
2021-03-31,122.15,110940463.0,AAPL
2021-03-30,119.9,85671919.0,AAPL
2021-03-29,121.39,80819203.0,AAPL
2021-03-26,121.21,94071234.0,AAPL
2021-03-25,120.59,98844681.0,AAPL
2021-03-24,120.09,85447491.0,AAPL
2021-03-23,122.54,95467142.0,AAPL
2021-03-22,123.39,111912284.0,AAPL
2021-03-19,119.99,185023200.0,AAPL
2021-03-18,120.53,118907153.0,AAPL
2021-03-17,124.76,111932636.0,AAPL
2021-03-16,125.57,115227936.0,AAPL
2021-03-15,123.99,92590555.0,AAPL
2021-03-12,121.03,87963400.0,AAPL
2021-03-11,121.96,102753600.0,AAPL
2021-03-10,119.98,111760400.0,AAPL
2021-03-09,121.09,129159600.0,AAPL
2021-03-08,116.36,153918600.0,AAPL
2021-03-05,121.42,153590400.0,AAPL
2021-03-04,120.13,164527934.0,AAPL
2021-03-03,122.06,112965897.0,AAPL
2021-03-02,125.12,102260945.0,AAPL
2021-03-01,127.79,116307892.0,AAPL
2021-02-26,121.26,164320000.0,AAPL
2021-02-25,120.99,148199540.0,AAPL
2021-02-24,125.35,111039904.0,AAPL
2021-02-23,125.86,158273022.0,AAPL
2021-02-22,126.0,100925374.0,AAPL
2021-02-19,129.87,87668834.0,AAPL
2021-02-18,129.71,96856748.0,AAPL
2021-02-17,130.84,97372199.0,AAPL
2021-02-16,133.19,80576316.0,AAPL
2021-02-12,135.37,60145130.0,AAPL
2021-02-11,135.13,64280029.0,AAPL
2021-02-10,135.39,72647988.0,AAPL
2021-02-09,136.01,75986989.0,AAPL
2021-02-08,136.91,71297214.0,AAPL
2021-02-05,136.76,75693830.0,AAPL
2021-02-04,137.39,84183061.0,AAPL
2021-02-03,133.94,89880937.0,AAPL
2021-02-02,134.99,82266419.0,AAPL
2021-02-01,134.14,106239823.0,AAPL
2021-01-29,131.96,177523812.0,AAPL
2021-01-28,137.09,142621128.0,AAPL
2021-01-27,142.06,140843759.0,AAPL
2021-01-26,143.16,98390555.0,AAPL
2021-01-25,142.92,157611713.0,AAPL
